"WYBS_ID","SFZHM","XM","XB_DM","MZ_DM","MZ_MC","CYM","SG","CSRQ","HYZKBM","HYZKMC","BYZKBM","BYZKMC","XXBM","XXMC","ZJXYBM","ZJXYMC","ZZMMBM","ZZMMMC","WHCDBM","WHCDMC","ZWMC","SFBDZDRY","JG","JG_MC","HJDQH","XZDQH","ZDRYXL"
"59D808E56ABC1F2FE05301095D0AC86A","12022419540122059X","晏友","1","01","汉族","",165,22-1月 -54,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"120115","","","",""
"59D808E56AC21F2FE05301095D0AC86A","120224195501120596","上永合","1","01","汉族","",175,12-1月 -55,"20","已婚","","","","不明","","无","","","70","初中","",0,"120115","","","",""
"59D808E56AC31F2FE05301095D0AC86A","120224195506270593","经瑞恩","1","01","汉族","",175,27-6月 -55,"20","已婚","","","0","不明","00","无宗教信仰","","","71","初中毕业","",0,"120115","","","",""
"59D808E56AC61F2FE05301095D0AC86A","120224194711172917","贡永光","1","01","汉族","",173,17-11月-47,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56AC71F2FE05301095D0AC86A","120224194906030451","虞俊杰","1","01","汉族","",167,03-6月 -49,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56AC81F2FE05301095D0AC86A","120224194912100452","逯春发","1","01","汉族","",168,10-12月-49,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56B801F2FE05301095D0AC86A","120103193706091556","逯绍柯","1","01","汉族","",164,09-6月 -37,"30","丧偶","","","","不明","00","无宗教信仰","","","41","中专毕业","",0,"120111","","","",""
"59D808E56B811F2FE05301095D0AC86A","12010319440424155X","续汤杰","1","01","汉族","",168,24-4月 -44,"20","已婚","","","","不明","00","无宗教信仰","","","31","专科毕业","",0,"432426","","","",""
"59D808E56B821F2FE05301095D0AC86A","120103193304019488","籍鄢庆","1","01","汉族","",170,01-4月 -33,"20","已婚","","","","不明","00","无宗教信仰","","","69","高中肄业","",0,"321100","","","",""
"59D808E56B831F2FE05301095D0AC86A","120106193101053836","钳永博","1","01","汉族","",170,05-1月 -31,"20","已婚","","","3","Ｏ型","00","无宗教信仰","","","69","高中肄业","",0,"133023","","","",""
"59D808E56B871F2FE05301095D0AC86A","12011119391128254x","恽得瑞","","","无","",,28-11月-39,"","未知","","","","不明","","无","","","","未知","",0,"","","","",""
"59D808E56B881F2FE05301095D0AC86A","120111194207121320","恽顺先","1","01","汉族","",172,12-7月 -42,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120118","","","",""
"59D808E56B891F2FE05301095D0AC86A","120111193406161419","晏天仵","1","01","汉族","",165,16-6月 -34,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120111","","","",""
"59D808E56B8A1F2FE05301095D0AC86A","120111193601151419","燕式千","1","01","汉族","",165,15-1月 -36,"20","已婚","","","","不明","","无","","","41","中专毕业","",0,"120111","","","",""
"59D808E56B8B1F2FE05301095D0AC86A","120111194608148427","贡从景","1","01","汉族","",170,14-8月 -46,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120114","","","",""
"59D808E56B8C1F2FE05301095D0AC86A","120102195504029223","惠恽黑","1","01","汉族","",174,02-4月 -55,"20","已婚","","","1","Ａ型","00","无宗教信仰","","","31","专科毕业","",0,"132933","","","",""
"59D808E56B8D1F2FE05301095D0AC86A","120224196701306122","习振忠","1","01","汉族","",170,30-1月 -67,"20","已婚","","","","不明","","无","","","70","初中","",0,"120115","","","",""
"59D808E56B8E1F2FE05301095D0AC86A","120111193607151321","逯黑煜","1","01","汉族","",171,15-7月 -36,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"513524","","","",""
"59D808E56B901F2FE05301095D0AC86A","130903194710151418","客鄢法","1","01","汉族","",175,15-10月-47,"20","已婚","","","","不明","","无","","","41","中专毕业","",0,"132229","","","",""
"59D808E56B911F2FE05301095D0AC86A","120111195210141415","谌左章","1","01","汉族","",175,14-10月-52,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120111","","","",""
"59D808E56A9D1F2FE05301095D0AC86A","120225196004071480","燕爱民","1","01","汉族","",172,07-4月 -60,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120225","","","",""
"59D808E56A9F1F2FE05301095D0AC86A","120225194712191411","押啜昆","1","01","汉族","",173,19-12月-47,"20","已婚","","","1","Ａ型","","无","","","61","高中毕业","",0,"120225","","","",""
"59D808E56AA01F2FE05301095D0AC86A","120225195512052998","客芬","1","01","汉族","",178,05-12月-55,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120225","","","",""
"59D808E56AA21F2FE05301095D0AC86A","12022419811224708X","伍祁业","1","01","汉族","",173,24-12月-81,"20","已婚","","","","不明","","无","","","21","大学毕业","",0,"120115","","","",""
"59D808E56AE61F2FE05301095D0AC86A","120224194701252733","经仕清","1","01","汉族","",170,25-1月 -47,"30","丧偶","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56AE71F2FE05301095D0AC86A","120224195108240504","綦学通","1","01","汉族","",169,24-8月 -51,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56AE81F2FE05301095D0AC86A","120224195002150743","嵇永端","1","01","汉族","",166,15-2月 -50,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56AE91F2FE05301095D0AC86A","120224194911160509","凡端清","1","01","汉族","",166,16-11月-49,"20","已婚","","","","不明","00","无宗教信仰","","","81","小学毕业","",0,"120115","","","",""
"59D808E56AEB1F2FE05301095D0AC86A","120224195103120503","逯林旺","1","01","汉族","",172,12-3月 -51,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56AEE1F2FE05301095D0AC86A","120224195101030620","客长粟","1","01","汉族","",172,03-1月 -51,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56AF01F2FE05301095D0AC86A","120224196003301326","柯学清","1","01","汉族","",168,30-3月 -60,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56AF11F2FE05301095D0AC86A","12022419600215132X","仲俊起","1","01","汉族","",173,15-2月 -60,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56AF21F2FE05301095D0AC86A","120224196109211329","靖管印","1","01","汉族","",171,21-9月 -61,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56AF41F2FE05301095D0AC86A","120224196104041324","客柳如","1","01","汉族","",185,04-4月 -61,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56AF61F2FE05301095D0AC86A","120224196106245885","福段","1","01","汉族","",181,24-6月 -61,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56AF81F2FE05301095D0AC86A","120224197807102991","贡立波","1","01","汉族","",170,10-7月 -78,"23","复婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56AF91F2FE05301095D0AC86A","120224198304155060","贡新爽","1","01","汉族","",175,15-4月 -83,"40","离婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56AFA1F2FE05301095D0AC86A","120224196008275854","嵇恽新","1","01","汉族","",173,27-8月 -60,"20","已婚","","","3","Ｏ型","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56AFC1F2FE05301095D0AC86A","120224197006254565","施平民","","","无","",,25-6月 -70,"","未知","","","","不明","","无","","","","未知","",0,"","","","",""
"59D808E56AFD1F2FE05301095D0AC86A","120224195809051325","篮瑞付","1","01","汉族","",175,05-9月 -58,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56AFE1F2FE05301095D0AC86A","120224197305129365","贡立群","1","01","汉族","",177,12-5月 -73,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56B001F2FE05301095D0AC86A","120224197207161323","萧管永","1","01","汉族","",173,16-7月 -72,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56B011F2FE05301095D0AC86A","120224196802259036","嵇隰缴","1","01","汉族","",168,25-2月 -68,"20","已婚","","","3","Ｏ型","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56B071F2FE05301095D0AC86A","120224195305250704","茅焕强","1","01","汉族","",173,25-5月 -53,"20","已婚","","","","不明","","无","","","80","小学","",0,"120115","","","",""
"59D808E56B081F2FE05301095D0AC86A","120224195603182618","客殿柳","1","01","汉族","",175,18-3月 -56,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56B091F2FE05301095D0AC86A","120224195404132618","虞树扈","1","01","汉族","",172,13-4月 -54,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56B0B1F2FE05301095D0AC86A","120224195611282619","虞春蒋","1","01","汉族","",175,28-11月-56,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56A2F1F2FE05301095D0AC86A","120221198404193570","寿端端","1","01","汉族","",178,19-4月 -84,"20","已婚","","","0","不明","00","无宗教信仰","","","31","专科毕业","",0,"120117","","","",""
"59D808E56A321F2FE05301095D0AC86A","120221195904216026","毋士宫","1","01","汉族","",175,21-4月 -59,"20","已婚","","","","不明","00","无宗教信仰","","","61","高中毕业","",0,"120117","","","",""
"59D808E56A341F2FE05301095D0AC86A","120221198011209744","兴顺利","1","01","汉族","",180,20-11月-80,"20","已婚","","","","不明","","无","","","28","相当大学毕业","",0,"120117","","","",""
"59D808E56A351F2FE05301095D0AC86A","120221195304049744","钳长晁","1","01","汉族","",173,04-4月 -53,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120117","","","",""
"59D808E569D11F2FE05301095D0AC86A","12022319800612746X","嵇端民","1","01","汉族","",182,12-6月 -80,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"120118","","","",""
"59D808E569D21F2FE05301095D0AC86A","120223197205065186","父军","1","01","汉族","",177,06-5月 -72,"23","复婚","","","4","ＡＢ型","","无","","","61","高中毕业","",0,"120118","","","",""
"59D808E569D31F2FE05301095D0AC86A","120223196009190441","客管聊","1","01","汉族","",170,19-9月 -60,"20","已婚","","","","不明","00","无宗教信仰","","","61","高中毕业","",0,"120118","","","",""
"59D808E569D41F2FE05301095D0AC86A","340403198101020012","恽王为","1","01","汉族","",180,02-1月 -81,"20","已婚","","","","不明","","无","","","41","中专毕业","",0,"120118","","","",""
"59D808E569D61F2FE05301095D0AC86A","120223198208281413","兴瑞亮","1","01","汉族","",167,28-8月 -82,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120118","","","",""
"59D808E569D71F2FE05301095D0AC86A","120223195105141666","晏继汤","1","01","汉族","",168,14-5月 -51,"20","已婚","","","1","Ａ型","","无","","","41","中专毕业","",0,"120118","","","",""
"59D808E569D81F2FE05301095D0AC86A","120223198211264319","逯树恽","1","01","汉族","",176,26-11月-82,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120118","","","",""
"59D808E569DA1F2FE05301095D0AC86A","120223196106220446","恽存王","1","01","汉族","",173,22-6月 -61,"20","已婚","","","1","Ａ型","","无","","","61","高中毕业","",0,"120118","","","",""
"59D808E569DB1F2FE05301095D0AC86A","120223195106174318","恽端辛","1","01","汉族","",175,17-6月 -51,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120118","","","",""
"59D808E569DE1F2FE05301095D0AC86A","12022319560115974X","仲同山","1","01","汉族","",176,15-1月 -56,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120118","","","",""
"59D808E569DF1F2FE05301095D0AC86A","12022319820310499X","逯耀祥","1","01","汉族","",162,10-3月 -82,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120118","","","",""
"59D808E569E01F2FE05301095D0AC86A","120223198102200329","贡昭晁","1","01","汉族","",168,20-2月 -81,"10","未婚","","","","不明","","无","","","71","初中毕业","",0,"120118","","","",""
"59D808E569E21F2FE05301095D0AC86A","120223198209242975","兴鹿伟","1","01","汉族","",174,24-9月 -82,"40","离婚","","","","不明","","无","","","71","初中毕业","",0,"120118","","","",""
"59D808E569E51F2FE05301095D0AC86A","120223196008046229","晏学友","1","01","汉族","",170,04-8月 -60,"30","丧偶","","","","不明","","无","","","71","初中毕业","",0,"120118","","","",""
"59D808E569E71F2FE05301095D0AC86A","120223194808092464","年廷章","1","01","汉族","",170,09-8月 -48,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120118","","","",""
"59D808E569E81F2FE05301095D0AC86A","120223198208022713","贡善维","1","01","汉族","",178,02-8月 -82,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120118","","","",""
"59D808E569ED1F2FE05301095D0AC86A","120223195009177626","客仵亚","1","01","汉族","",170,17-9月 -50,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120118","","","",""
"59D808E569EE1F2FE05301095D0AC86A","120223198211067627","逯拓","1","01","汉族","李长立",175,06-11月-82,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120118","","","",""
"59D808E569F01F2FE05301095D0AC86A","120223196006199542","恽少彬","1","01","汉族","",170,19-6月 -60,"20","已婚","","","0","不明","00","无宗教信仰","","","61","高中毕业","",0,"120118","","","",""
"59D808E569F21F2FE05301095D0AC86A","120223194609129544","惠少亚","1","01","汉族","",170,12-9月 -46,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120118","","","",""
"59D808E569F51F2FE05301095D0AC86A","120223197903081995","恽子顾","1","01","汉族","",169,08-3月 -79,"20","已婚","","","","不明","","无","","","41","中专毕业","",0,"120118","","","",""
"59D808E569F61F2FE05301095D0AC86A","120223195107140898","施解举","1","01","汉族","",168,14-7月 -51,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120118","","","",""
"59D808E569F81F2FE05301095D0AC86A","120223195801236396","逯广府","1","01","汉族","",170,23-1月 -58,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120118","","","",""
"59D808E569FA1F2FE05301095D0AC86A","120102194907061734","龙坤","1","01","汉族","",180,06-7月 -49,"20","已婚","","","0","不明","00","无宗教信仰","","","61","高中毕业","",0,"410223","","","",""
"59D808E569FB1F2FE05301095D0AC86A","120221194404176591","逯春贵","1","01","汉族","",173,17-4月 -44,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120117","","","",""
"59D808E569FC1F2FE05301095D0AC86A","120225196207123086","逯隰悦","1","01","汉族","",167,12-7月 -62,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120225","","","",""
"59D808E569FD1F2FE05301095D0AC86A","120222196009054312","化仪学强","1","01","汉族","",180,05-9月 -60,"20","已婚","","","","不明","","无","","","70","初中","",0,"120114","","","",""
"59D808E569FE1F2FE05301095D0AC86A","120221198002086027","嵇贝缴","1","01","汉族","",180,08-2月 -80,"20","已婚","","","4","ＡＢ型","00","无宗教信仰","","","41","中专毕业","",0,"120117","","","",""
"59D808E56A001F2FE05301095D0AC86A","120101196106247943","龙志蒋","1","01","汉族","",165,24-6月 -61,"20","已婚","","","","不明","00","无宗教信仰","","","61","高中毕业","",0,"132922","","","",""
"59D808E567C71F2FE05301095D0AC86A","120224194110195066","拓松端","1","01","汉族","",175,19-10月-41,"20","已婚","","","","不明","","无","","","80","小学","",0,"120115","","","",""
"59D808E567C81F2FE05301095D0AC86A","120224198101225065","嵇双喜","1","01","汉族","",170,22-1月 -81,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E567C91F2FE05301095D0AC86A","120224194411253961","嵇黑义","1","01","汉族","",167,25-11月-44,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E567CB1F2FE05301095D0AC86A","12022419820517045X","晏永辛","1","01","汉族","",175,17-5月 -82,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E567CC1F2FE05301095D0AC86A","120224198306037250","惠树魁","1","01","汉族","",172,03-6月 -83,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E567CE1F2FE05301095D0AC86A","120224198104090506","恽黑庆","1","01","汉族","",170,09-4月 -81,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E567D01F2FE05301095D0AC86A","120224194605131824","客端清","1","01","汉族","",177,13-5月 -46,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E567D31F2FE05301095D0AC86A","120224198206298130","嵇同美","1","01","汉族","",173,29-6月 -82,"40","离婚","","","","不明","00","无宗教信仰","","","20","大学本科（简称“大学”）","",0,"120115","","","",""
"59D808E567D41F2FE05301095D0AC86A","120224194306128130","恽佩索","1","01","汉族","",162,12-6月 -43,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E567D71F2FE05301095D0AC86A","120224197903153960","贡恽勋","1","01","汉族","",179,15-3月 -79,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E567D81F2FE05301095D0AC86A","120224198203091326","逯占伟","1","01","汉族","",169,09-3月 -82,"20","已婚","","","","不明","","无","","","42","中技毕业","",0,"120115","","","",""
"59D808E567DA1F2FE05301095D0AC86A","120224195809261410","贡管程","1","01","汉族","",173,26-9月 -58,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E567DB1F2FE05301095D0AC86A","120224196503221410","况志拓","1","01","汉族","",178,22-3月 -65,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E567DC1F2FE05301095D0AC86A","120224198007014891","逯会索","1","01","汉族","",177,01-7月 -80,"20","已婚","","","4","ＡＢ型","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E567DD1F2FE05301095D0AC86A","120224197409181857","燕永远","1","01","汉族","",174,18-9月 -74,"20","已婚","","","","不明","","无","","","31","专科毕业","",0,"120115","","","",""
"59D808E567DF1F2FE05301095D0AC86A","610122197006290624","化新鹏","1","01","汉族","",174,29-6月 -70,"20","已婚","","","","不明","00","无宗教信仰","","","41","中专毕业","",0,"610000","","","",""
"59D808E5696E1F2FE05301095D0AC86A","120224194809181416","客瑞博","1","01","汉族","",172,18-9月 -48,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E5689B1F2FE05301095D0AC86A","120225195903059548","恩悦","1","01","汉族","",173,05-3月 -59,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120225","","","",""
"59D808E5689C1F2FE05301095D0AC86A","120225196008309541","贡纯苑","1","01","汉族","",170,30-8月 -60,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120225","","","",""
"59D808E5689E1F2FE05301095D0AC86A","120225195805153222","惠存","1","01","汉族","",165,15-5月 -58,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120225","","","",""
"59D808E568A01F2FE05301095D0AC86A","120225195802243222","况长宝","1","01","汉族","",170,24-2月 -58,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120225","","","",""
"59D808E568A11F2FE05301095D0AC86A","120225195903143347","邱印索","1","01","汉族","",175,14-3月 -59,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120225","","","",""
"59D808E568A21F2FE05301095D0AC86A","120225196207113341","仲卜永","1","01","汉族","",168,11-7月 -62,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120225","","","",""
"59D808E568A41F2FE05301095D0AC86A","120225195806163346","舒端付","1","01","汉族","",177,16-6月 -58,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120225","","","",""
"59D808E568A51F2FE05301095D0AC86A","120225195906203225","萧印宫","1","01","汉族","",180,20-6月 -59,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120225","","","",""
"59D808E568A61F2FE05301095D0AC86A","120225196002133222","逯继左","1","01","汉族","",172,13-2月 -60,"20","已婚","","","","不明","00","无宗教信仰","","","61","高中毕业","",0,"120225","","","",""
"59D808E568A71F2FE05301095D0AC86A","120225195810039035","龙占付","1","01","汉族","",167,03-10月-58,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120225","","","",""
"59D808E568A81F2FE05301095D0AC86A","12022519550913658X","嵇维屠","1","01","汉族","",172,13-9月 -55,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120225","","","",""
"59D808E568AA1F2FE05301095D0AC86A","120225195608106589","栗伶","1","01","汉族","",172,10-8月 -56,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120225","","","",""
"59D808E568AD1F2FE05301095D0AC86A","120225195912111144","嵇晓敏","1","11","满族","",170,11-12月-59,"22","再婚","","","0","不明","00","无宗教信仰","","","61","高中毕业","",0,"120225","","","",""
"59D808E568B01F2FE05301095D0AC86A","120112196005165885","惠向政","1","01","汉族","",168,16-5月 -60,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120112","","","",""
"59D808E568B11F2FE05301095D0AC86A","120112196007285537","弥墨宝","1","01","汉族","",173,28-7月 -60,"30","丧偶","","","","不明","","无","","","71","初中毕业","",0,"120112","","","",""
"59D808E568B21F2FE05301095D0AC86A","120112195812215410","查俊祥","1","01","汉族","",165,21-12月-58,"30","丧偶","","","","不明","","无","","","81","小学毕业","",0,"120112","","","",""
"59D808E56A151F2FE05301095D0AC86A","120221195912180702","战春庚","1","01","汉族","毕春耕",176,18-12月-59,"20","已婚","","","0","不明","00","无宗教信仰","","","41","中专毕业","",0,"120117","","","",""
"59D808E56A171F2FE05301095D0AC86A","120221196306171419","战赞合","1","01","汉族","",180,17-6月 -63,"20","已婚","","","1","Ａ型","00","无宗教信仰","","","41","中专毕业","",0,"120117","","","",""
"59D808E56A181F2FE05301095D0AC86A","120221194509061413","逯志伟","1","01","汉族","",189,06-9月 -45,"20","已婚","","","2","Ｂ型","","无","","","41","中专毕业","",0,"120117","","","",""
"59D808E56A191F2FE05301095D0AC86A","120221194202051413","逯柯波","1","01","汉族","",170,05-2月 -42,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120117","","","",""
"59D808E56A1A1F2FE05301095D0AC86A","120221194412021415","晋庆林","1","01","汉族","",174,02-12月-44,"20","已婚","","","1","Ａ型","","无","","","71","初中毕业","",0,"120117","","","",""
"59D808E56A1B1F2FE05301095D0AC86A","120221198312149037","回亮","1","01","汉族","谢亮亮",172,14-12月-83,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120117","","","",""
"59D808E56A1C1F2FE05301095D0AC86A","120221194403061415","萧墨中","1","01","汉族","",180,06-3月 -44,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120117","","","",""
"59D808E56A1D1F2FE05301095D0AC86A","120221194601208421","逯广柳","1","01","汉族","",168,20-1月 -46,"20","已婚","","","0","不明","00","无宗教信仰","","","81","小学毕业","",0,"120117","","","",""
"59D808E56A1E1F2FE05301095D0AC86A","120221194212101410","嵇王博","1","01","汉族","",169,10-12月-42,"20","已婚","","","3","Ｏ型","00","无宗教信仰","","","71","初中毕业","",0,"120117","","","",""
"59D808E56A1F1F2FE05301095D0AC86A","120221194508228428","晋炳段","1","01","汉族","",170,22-8月 -45,"20","已婚","","","0","不明","00","无宗教信仰","","","71","初中毕业","",0,"120115","","","",""
"59D808E56A231F2FE05301095D0AC86A","12022119420304141X","晋树端","1","01","汉族","",170,04-3月 -42,"20","已婚","","","3","Ｏ型","","无","","","81","小学毕业","",0,"120117","","","",""
"59D808E56A241F2FE05301095D0AC86A","120221195903152894","冷俊礼","1","01","汉族","",173,15-3月 -59,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120117","","","",""
"59D808E56A261F2FE05301095D0AC86A","120221194309171415","嵇善祥","1","01","汉族","",175,17-9月 -43,"20","已婚","","","3","Ｏ型","00","无宗教信仰","","","71","初中毕业","",0,"120117","","","",""
"59D808E56A271F2FE05301095D0AC86A","120221194508151417","贡顾邦","1","01","汉族","",160,15-8月 -45,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120117","","","",""
"59D808E56A281F2FE05301095D0AC86A","120221198210088177","晋同隰","1","01","汉族","",175,08-10月-82,"40","离婚","","","0","不明","00","无宗教信仰","","","70","初中","",0,"120117","","","",""
"59D808E56A2A1F2FE05301095D0AC86A","120221196009267822","包顾隰","1","01","汉族","",170,26-9月 -60,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120117","","","",""
"59D808E56A2C1F2FE05301095D0AC86A","12022119590721045X","贡学詹","1","01","汉族","",173,21-7月 -59,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120117","","","",""
"59D808E56A2D1F2FE05301095D0AC86A","120221195903176590","逯管柳","1","01","汉族","",172,17-3月 -59,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120117","","","",""
"59D808E569921F2FE05301095D0AC86A","130203194911238422","贡喜柯","1","01","汉族","",165,23-11月-49,"20","已婚","","","0","不明","00","无宗教信仰","","","31","专科毕业","",0,"211321","","","",""
"59D808E569931F2FE05301095D0AC86A","120102194409123085","晋廷端","1","01","汉族","",172,12-9月 -44,"20","已婚","","","","不明","00","无宗教信仰","","","31","专科毕业","",0,"120101","","","",""
"59D808E569961F2FE05301095D0AC86A","120102194802175881","虎耳端","1","01","汉族","",168,17-2月 -48,"20","已婚","","","","不明","00","无宗教信仰","","","41","中专毕业","",0,"132533","","","",""
